date,text
2020-06-25,"Trump’s Sagging Popularity Drags Down Republican Senate Candidates - A New York Times/Siena College poll paints a grim picture for Republicans in Arizona, Michigan and North Carolina as voters shun candidates aligned with the president."
2020-09-15,"Taking a Cue From Trump, House Republicans Offer Narrow Agenda - Working to avoid losing more ground in the minority, they unveiled a vision for governing on Tuesday. It was a road map back to February."
2020-08-24,Social Media Offered Bannon’s Group a Tool to Promote Ties to Trump and Raise Millions - An encounter with an administration official. A photo with Donald Trump Jr. A chat with the president himself. Officials at We Build the Wall turned a stream of postings into a gusher of donations.
2020-01-08,Donor to Trump Inauguration Charged With Obstructing Investigation - Imaad Zuberi was said by federal prosecutors in New York to have deleted emails and backdated a check to hide the sources of money he donated.
2020-06-17,G.O.P. Architects of the Post-9/11 Security Order Object to Trump’s Heavy Hand - Top Bush administration officials and others who created antiterrorism structures after the Sept. 11 attacks are speaking out against the Trump administration’s tactics against protesters.
2020-04-30,"Amid a Rising Death Toll, Trump Leaves the Grieving to Others - President Trump has led no national mourning for the more than 63,000 Americans who have died from the coronavirus, emphasizing confidence about the future rather than dwelling on the present."
2020-04-26,Trump’s Disinfectant Remark Raises a Question About the ‘Very Stable Genius’ - The president has often said he is exceptionally smart. His recent suggestion about injecting disinfectants was not.
2020-05-19,Trump to Tap New Company to Make Covid-19 Drugs in the U.S. - The Trump administration on Tuesday will announce one of the largest-ever contracts to bring pharmaceutical manufacturing from abroad to a new plant in Virginia.
2020-10-13,"G.O.P. Senators Have a Lot to Say in Ads, but Not Much About Trump - Across 48 television ads in seven competitive Senate races, the Republican incumbents haven’t mentioned the president once."
2020-09-02,"Sanders Says Trump Joked About Her ‘Taking One for the Team’ With Kim Jong-un - Sarah Huckabee Sanders writes in a new book that after Mr. Kim winked at her, President Trump joked that “you’re going to North Korea,’’ “your husband and kids will miss you, but you’ll be a hero to your country!”"
2020-02-20,"The 11 Criminals Granted Clemency by Trump Had One Thing in Common: Connections - The process bypassed the formal procedures used by past presidents and was driven instead by friendship, fame, personal empathy and a shared sense of persecution."
2020-06-03,"How Trump’s Idea for a Photo Op Led to Havoc in a Park - When the history of the Trump presidency is written, the clash with protesters that preceded President Trump’s walk across Lafayette Square may be remembered as one of its defining moments."
2020-10-08,"Elliott Broidy, a Top Trump Fund-Raiser, Charged in Foreign Influence Case - Federal authorities accused him of conspiring to violate lobbying laws in his unsuccessful efforts to resolve an investigation into the embezzlement of the Malaysian investment fund 1MDB."
2020-10-05,"In Florida, Biden Says ‘I Wasn’t Surprised’ by Trump’s Diagnosis - Speaking in Miami to Haitian-Americans, Cuban-Americans and others from immigrant backgrounds, Joe Biden wished the president well but urged him to listen to experts on the pandemic."
2020-08-20,"Obama’s takedown of Trump was a dire warning of the risks facing democracy. - If President Trump has subjected his predecessor to a thousand paper cuts on Twitter, former President Barack Obama responded on Wednesday night with one grand rhetorical saber stroke, offering one of the most comprehensive denunciations of one president by another in American history."
2020-01-21,Trump Impeachment: What to Expect as the Senate Trial Begins Today - The trial starts in earnest with a contentious debate over its rules. Oral arguments commence later this week.
2020-08-28,"Full Transcript: President Trump’s Republican National Convention Speech - Clocking in at well over an hour, and about 6,000 words, the speech was neither as shocking as his “American Carnage” inaugural address, nor as freelancing as one of his rallies."
2020-10-30,"Donald Trump Jr. said virus deaths had fallen to ‘almost nothing’ as over 1,000 died in the U.S. - Donald Trump Jr. said virus deaths have fallen to “almost nothing” on a day when over 1,000 died in the U.S."
2020-01-11,"F.B.I. Apologizes to Court for Botching Surveillance of Trump Adviser, and Pledges Fixes - In a rare public filing, the bureau said it would extend wiretap changes to other tools for collecting data on suspected spies and terrorists."
2020-05-07,"Failing to Override a Veto, Senate Falls Short of Curbing Trump’s Iran War Powers - The defeat of the measure allows President Trump to continue to act unilaterally on Iran, in defiance of Congress."
2020-02-02,"Trump Campaign and R.N.C. Spent $9 Million in 4th Quarter, Mostly on Digital Ads - The groups supporting the president’s re-election bid also made 150 payments to Trump-owned entities and properties, Federal Election Commission filings show."
2020-08-24,"Trump releases a largely detail-free agenda for a second term. - President Trump, who has struggled to answer basic questions about what he would do with a second term, on Sunday night released a list of vague statements about his agenda for four more years."
2020-03-23,"In Daily Coronavirus Briefing, Trump Tries to Redefine Himself - The briefing has given him a unique perch from which he can talk about the pandemic and try to project leadership after initially minimizing it. But that’s not always what he has done."
2020-09-21,"Biden Courts Obama-Trump Voters as the President Seeks to Hold Them - The Democratic nominee, in Wisconsin, tried to place himself on the side of American workers, while Mr. Trump used a trip to Ohio to blame his opponent for job losses there."
2020-10-28,"Since 2010, Trump’s lenders have forgiven $287 million in debt, much tied to a Chicago project. - The financial crisis was in full swing when Donald J. Trump traveled to Chicago in late September 2008 to mark the near-completion of his 92-floor skyscraper."
2020-06-19,"Biden Proves an Elusive Target, Adding to Trump’s Frustration - Few politicians delight in seizing on the news of the day, or even the hour, to ridicule their rivals as President Trump, but Joseph Biden has been mostly off camera and avoiding gaffes."
2020-06-27,"How Trump and the Black Lives Matter Movement Changed White Voters’ Minds - A majority of American voters support demonstrations on police brutality, and many see the president as ill-equipped on racial justice."
2020-08-19,"Trump urges Goodyear boycott after report that his campaign gear was banned at a plant. - President Trump has sparred with Apple, Twitter, Nike — and now the tire maker Goodyear."
2020-09-02,"Trump’s new coronavirus adviser has questioned masks and alarmed government scientists. - President Trump has recently turned to a new adviser on the coronavirus: Dr. Scott W. Atlas, who has argued that the science of mask-wearing is uncertain, that children cannot pass on the coronavirus and that the role of the government is not to stamp out the virus but to protect its most vulnerable citizens."
2020-09-17,"Amy Dorris, a former model, accuses Trump of sexually assaulting her at the U.S. Open in 1997. - A woman on Thursday added her voice to the chorus of those who have accused President Trump of sexual assault or misconduct over the past 40 years, coming forward in an interview with The Guardian to say that he kissed and groped her against her will at the United States Open tennis tournament in 1997."
2020-09-24,"Ohio is a dead heat, with Biden having an edge in Pennsylvania and Trump in Texas, polls show. - With 39 days until the election, the pivotal state of Ohio remains very much torn between President Trump and former Vice President Joseph R. Biden Jr., according to a new poll that showed the two adversaries in a virtual tie."
2020-07-30,"Why Trump Has No Power to Delay the 2020 Election - We answer some key questions about holding elections in a crisis. And no, the president cannot cancel an election on his own."
2020-05-20,"‘Where Are They?’: Biden Criticizes G.O.P. Over Trump’s Firing of Inspectors General - At a virtual round table discussion, the former vice president said that defending the independent watchdogs “used to be a hobbyhorse for Republican senators.”"
2020-08-26,Naturalization ceremony provides a moment of cognitive dissonance with Trump’s immigration stance. - The willingness to use the trappings of presidential power during a campaign convention was a stunning departure from the past.
2020-09-30,"Trump trampled decorum in the debate with cross talk, lies and mockery. - President Trump trampled decorum at Tuesday’s debate, interrupting Joe Biden and making little attempt to win over undecided voters. Mr. Biden hit back: “This is so unpresidential.”"
2020-10-02,Trump Infected: What We Know and Don’t Know - The president has tested positive for the coronavirus and is isolated at the White House for the time being. Aides said he has “mild symptoms” but much remains unknown.
2020-05-08,"‘Full Steam Ahead’ for Trump’s Convention? North Carolina Has Doubts - The president craves a nationally televised coronation with cheering supporters, but even Republican lawmakers in North Carolina are expressing doubts it can take place as planned."
2020-08-17,"Trump says he plans to deliver his acceptance speech at the White House. - President Trump confirmed Monday that he will deliver his own nomination acceptance speech next week at the White House, telling a small crowd in Wisconsin that he will “have plenty to say” as he formally becomes the Republican candidate for his re-election."
2020-08-16,"Trump plans to taunt Biden near his childhood home hours before the D.N.C. - President Trump will travel to the battleground state of Pennsylvania on Thursday to deliver remarks attacking Joseph R. Biden Jr. just a few miles from the former vice president’s childhood home, a few hours before Mr. Biden is scheduled to take the stage at the Democratic National Convention."
2020-10-30,"As Trump and Biden criss-cross the Midwest, the key could be ‘a purple region within a purple state.’ - With President Trump and Joseph R. Biden Jr. converging today on Wisconsin — a state the president won in 2016 by roughly 22,000 votes, or less than a percentage point — the key to winning the state could lie in places like the Fox Valley."
2020-03-18,"Richard Hanna, Republican Who Opposed Trump, Dies at 69 - A New York Congressman, he broke with his party in 2016 and endorsed Hillary Clinton for president, saying Trump was “unfit” for office."
2020-09-24,"Trump Won’t Commit to ‘Peaceful’ Post-Election Transfer of Power - In response to a question, the president complained about mail-in ballots and said: “There won’t be a transfer, frankly. There will be a continuation.”"
2020-10-21,"Trump Casts Doubt on Stimulus Deal as Republicans Resist a Possible Compromise - Even as Nancy Pelosi and Steven Mnuchin continued to narrow their differences, the president said Democrats were holding out for too much, suggesting he was preparing to blame them for the demise of a deal."
2020-04-07,"Trump’s Aggressive Advocacy of Malaria Drug for Treating Coronavirus Divides Medical Community - While Dr. Anthony Fauci has urged caution in using hydroxychloroquine, some doctors are prescribing it to patients who have the virus despite the fact it has never been tested for it."
2020-10-06,"A CNN poll taken after the debate finds Biden leading Trump by 16 points nationally. - A CNN poll conducted after the presidential debate, and mostly after President Trump announced he had the coronavirus, found Joe Biden with a 16-point national lead."
2020-10-31,Biden and Surrogates Hit Trump on Taxes in Closing Argument - “Why should you pay more taxes than Donald Trump?” Joseph R. Biden Jr. asked as he took aim at the president’s taxes and tax policy.
2020-01-27,"Bloomberg Is Taunting Trump, and Trump Is Taking the Bait - Once acquaintances as members of the wealthy Manhattan elite, Michael Bloomberg and President Trump have become bitter rivals. And a flurry of Bloomberg attack ads is angering the president."
2020-10-14,"North Carolina Voters Distrust Trump and Tillis, Poll Finds, Imperiling G.O.P. - President Trump trails Joseph R. Biden Jr. by four points in the latest Times/Siena survey of North Carolina, and Senator Thom Tillis is lagging behind his Democratic challenger in a crucial Senate race."
2020-09-24,"A former top military commander under Trump is among 489 security leaders who say he is unfit for office. - Joseph R. Biden Jr. has piled up endorsements from officials who would likely have backed almost any Republican not named Donald Trump, but one name leaps from the lengthy list of 489 national security experts who announced their support for Mr. Biden on Thursday: Gen. Paul J. Selva."
2020-09-28,"Supreme Court Vacancy Hasn’t Boosted Trump in Pennsylvania, Poll Shows - President Trump had counted on his court nomination over the weekend to shift the election dynamic away from his handling of the coronavirus pandemic. But it has not reset the race in the key battleground state."
2020-06-29,Supreme Court Lifts Limits on Trump’s Power to Fire Consumer Watchdog - The case concerning the Consumer Financial Protection Bureau was part of a politically charged battle over presidential authority.
2020-01-27,"Supreme Court Allows Trump’s Wealth Test for Green Cards - The new policy revised the so-called public charge rule, making immigrants ineligible for permanent legal status if they use public benefits like Medicaid and food stamps."
2020-08-13,"Facebook Will Promote Voting by Mail as Trump Attacks Method - The voter information hub, on Facebook and Instagram, will feature prompts to vote and reminders of key election deadlines."
2020-08-26,"What to Watch for at R.N.C.: Two of Trump’s Most Faithful Allies Will Headline - Vice President Mike Pence and Kellyanne Conway, President Trump’s former campaign manager and longtime adviser, will speak during tonight’s convention."
2020-07-25,Trump’s Covid Failures Reshape Race and Lift Biden - President Trump’s cancellation of the convention in Florida and sudden embrace of masks may signal his acceptance of a political landscape transformed by the pandemic.
2020-06-05,"Joe Biden Warns Trump Against Declaring the Economic Crisis Over - “A president who takes no responsibility for costing millions and millions of Americans their jobs deserves no credit when a fraction of them return,” Mr. Biden said, adding that President Trump should “step out of his own bunker.”"
2020-09-29,A big clue to how Biden and Trump will do tonight: their performances in past debates. - What’s the best way to get a hint of how President Trump and Joseph R. Biden Jr. might approach their debate tonight? Review their past debates.
2020-10-29,"Trailing in Pennsylvania, the Trump camp tries to make it harder to cast a vote. - President Trump’s campaign is pursuing a three-pronged strategy in the crucial battleground state of Pennsylvania that would effectively suppress mail-in votes there, moving to stop the processing of absentee votes before Election Day, pushing to limit how late mail-in ballots can be accepted and intimidating Pennsylvanians trying to vote early."
2020-06-28,"Biden Criticizes Trump Over Intelligence on Russian Bounties on U.S. Troops - The White House denied that President Trump was briefed on the classified assessment, even though his staff has been discussing the matter since March."
2020-07-06,"Trump Vowed to ‘Drain the Swamp,’ but Lobbyists Are Helping Run His Campaign - Lobbyists like David Urban, whose connections start at the very top, are thriving as they help the president’s re-election effort while aiding corporate clients."
2020-09-13,"In Visiting a Charred California, Trump Confronts a Scientific Reality He Denies - A president who has mocked climate change and pushed policies that accelerate it is set to be briefed on the scorched earth and ash-filled skies that experts say are the predictable result."
2020-09-30,"Some Republicans express mild concern over Trump’s refusal to condemn white supremacists. Others defend him. - President Trump’s refusal to explicitly condemn white supremacy and right-wing extremist groups during the first presidential debate drew muted concern from some Republicans on Capitol Hill, as the highest-ranking Republican in the House sought to defend his remarks."
2020-08-10,"Governors Say Trump’s Order on Pandemic Relief Could Wreck State Budgets - With Congress at an impasse on stimulus talks, disarray over resuming negotiations bodes poorly for reaching a deal this week."
2020-09-05,"At Least 4 Boats Sink During ‘Trump Boat Parade’ in Texas, Officials Say - No injuries were immediately reported at the event, which was taking place on Lake Travis."
2020-04-03,"Trump Picks McConnell Protégé for Influential Appeals Court Seat - The American Bar Association had rated the new nominee, Judge Justin Walker, as unqualified, but he has strong conservative support"
2020-06-10,"Trump Demands CNN Retract a Poll, as OANN Teases a Rosier View - The president’s campaign urged CNN to apologize for a poll that showed him well behind Joe Biden. Soon after, One America News suggested a more favorable survey was on the way."
2020-10-22,"Trump Issues Order Giving Him More Leeway to Hire and Fire Federal Workers - The move would give the president greater freedom to weed out what he sees as a “deep state” bureaucracy. The executive order, which could be rescinded if he is not re-elected, was condemned by civil service unions."
2020-10-12,"As Trump returns to campaigning, his aides preview a final sprint. - Officials with President Trump’s campaign told reporters on Monday that the final stretch of the race would be more frenetic than ever for the president as he tries to make up time he lost battling the coronavirus."
2020-11-02,Trump amps up uncertainty and plays down the pandemic as a chaotic campaign races to its conclusion. - Worries escalate as a historic campaign races to an uncertain close.
2020-06-25,"Trump Overhaul of Campus Sex Assault Rules Wins Surprising Support - The new approach finds unlikely allies among some feminist scholars, who say colleges and universities were failing to sufficiently protect the rights of young men accused of sexual misconduct."
2020-10-12,"Trump will hold a rally in Florida and Biden barnstorms in Ohio. - Here are the daily schedules of the presidential and vice-presidential candidates for Monday, Oct. 12. All times are Eastern time."
2020-04-10,"Does Vote-by-Mail Favor Democrats? No. It’s a False Argument by Trump. - Even some Republican officials, disagreeing with the president, say that vote-by-mail has not hurt the G.O.P. in elections."
2020-10-26,"Trump will hold three Pennsylvania rallies today, Pence goes to Minnesota, no Biden events. - There are eight days until Election Day. Here are the schedules of the presidential and vice-presidential candidates for Monday, Oct. 26. All times are Eastern time."
2020-08-29,"Is Teleprompter Trump Effective? - Although most voters complain about President Trump’s often abrasive personality, Americans over all are actually far more likely to say they’re bothered by his personal foibles than by his politics."
2020-10-22,"Trump in North Carolina: ‘All you hear is Covid, Covid, Covid, Covid, Covid.’ - President Trump complained about the news media’s intensive coverage of the coronavirus pandemic at a campaign rally in Gastonia, N.C., on Wednesday evening, describing the disease as an annoying inconvenience even as the country’s case count and death toll continue to soar."
2020-01-03,Cash-Rich Democrats Brace for Long Fight as Trump Hoards Money - Fund-raising numbers for the fourth quarter of 2019 show an unusually high number of viable campaigns. Waiting for the winner: President Trump and his huge war chest.
2020-08-05,"Trump Raises $165 Million With Party in July, Outpacing Biden - Democrats announced that their Milwaukee convention would be almost entirely virtual, citing coronavirus concerns. Biden will skip the convention and accept the nomination in Delaware. In primary races, progressives triumphed and a polarizing Republican fell."
2020-01-18,"Jane Raskin, Who Helped Trump in Mueller Inquiry, Joins President’s Defense Team - Ms. Raskin, who worked in the Justice Department in the Reagan administration, has been a constant but little-known presence in Mr. Trump’s orbit since the Mueller inquiry."
2020-04-02,Kushner Puts Himself in Middle of White House’s Chaotic Coronavirus Response - President Trump’s son-in-law has become a central player in the administration’s effort to curb the pandemic. But critics say he is part of the problem.
2020-07-28,"Trump Delays Effort to End Protections for Immigrant ‘Dreamers’ - After the Supreme Court ruled that President Trump failed to present a valid rationale for ending DACA, the administration said it would conduct a “comprehensive review” of the program."
2020-07-15,"After Attacks From Trump Aides, Fauci Says ‘Let’s Stop This Nonsense’ and Focus on Virus - The White House has insisted there is no concerted effort to attack the government’s leading expert on infectious diseases. But Dr. Fauci called the criticism against him “bizarre.”"
2020-05-01,"Capitol Lacks Tests for Returning Senators While White House Tests Many in Trump’s Circle - As senators prepare to return on Monday, Congress’s doctor warned that he does not have the capacity to test all 100 for coronavirus. At the White House, the president and many of his aides are tested repeatedly."
2020-10-15,"Trump ‘kisses dictators’ butts,’ Senator Ben Sasse, a Republican, tells constituents. - Senator Ben Sasse, Republican of Nebraska, castigated President Trump in a telephone town hall with constituents on Wednesday, accusing the president of bungling the response to the coronavirus pandemic, cozying up to dictators and white supremacists, and offending voters so broadly that he might cause a “Republican blood bath” in the Senate."
2020-10-30,"Trump, in Michigan, calls Laura Ingraham ‘politically correct’ for wearing a mask. - President Trump accused doctors of trying to profit from coronavirus deaths and mocked the Fox News host Laura Ingraham for wearing a mask as she attended his first campaign rally of the day in Michigan on Friday."
2020-09-23,"Cindy McCain Endorses Biden, Citing Trump’s Disparagement of Troops - The widow of Senator John McCain praised Joe Biden’s “character and integrity” and noted that both he and her family had children who had served in the military."
2020-07-12,"Ja’Ron Smith’s Balancing Act: A Black Republican Navigates the Trump White House - As a congressional staff member, Mr. Smith once wore a hoodie in a demonstration on Capitol Hill protesting the death of Trayvon Martin. Now President Trump calls him “my star.”"
2020-03-18,Trump Seeks $500 Billion in Checks for Taxpayers - The administration is proposing two waves of checks to individuals and another $500 billion for small and large businesses as part of its economic response to the coronavirus pandemic.
2020-01-26,6 Revelatory Moments From the Video of Trump’s Private Donor Dinner - The video of the 2018 event made headlines for capturing conversations now tied to the impeachment inquiry. But it also showed remarkable exchanges that weren’t about Ukraine.
2020-03-11,"Talks Begin on Stimulus Plan as Trump Plays Down Virus Threat - A proposal to eliminate payroll taxes through the end of the year, estimated to cost $700 billion, faces bipartisan opposition, but some version of it could be the basis for a broad agreement to provide aid."
2020-09-21,Trump and Democrats Brace for Showdown Over Supreme Court Seat - The president’s determination to confirm a replacement for Justice Ruth Bader Ginsburg before the election set lawmakers on a collision course as Congress deals with other major issues.
2020-07-11,Trump’s Clemency Came After Displays of Loyalty by Stone - The extraordinary decision to commute the prison sentence of an embattled adviser demonstrates how the president has managed to bend America’s legal machinery to his advantage.
2020-06-04,"Barr Defends Trump’s Photo Op as ‘Entirely Appropriate’ - The attorney general has granted more power to federal agents to try to combat looting, vandalism and other violence around the country."
2020-08-29,"Trump Visits Storm-Ravaged Lake Charles, a Louisiana City Still Without Power - President Trump met with state and local officials in Louisiana and Texas after Hurricane Laura devastated the region. Many people still have no electricity or running water."
2020-10-06,"Trump’s supporters in Pennsylvania echo his misinformation on the virus. - ANNVILLE, Pa. — Entering Ted’s Bar and Grill on Monday, Tim Girvin briefly slid on a “Trump 2020"" face mask before whisking it off to join friends for lunch."
2020-07-15,The White House Called a News Conference. Trump Turned It Into a Meandering Monologue. - The president spoke in the Rose Garden for 63 minutes. He spent only six of those minutes answering questions from reporters.
2020-02-11,Prosecutors Quit Roger Stone Case After Justice Dept. Intervenes on Sentencing - President Trump had complained that the recommendation of seven to nine years in prison for his former adviser and longtime friend was a “miscarriage of justice.”
2020-10-03,"As Trump’s Diagnosis Spooks G.O.P., Pelosi Projects Optimism on Stimulus Deal - Speaker Nancy Pelosi said the president’s positive coronavirus test could change the dynamic and produce an agreement on additional pandemic relief, but a compromise remained elusive."
2020-03-11,What Governors Say About Trump’s Response to Coronavirus - Even some governors who have been critics of the president are openly grateful for federal supplies. But the administration’s response to the outbreak has still received mixed reviews.
2020-09-01,"Explore which combinations of states would give Trump, or Biden, a victory. - The 2020 presidential race will be decided by voters in a dozen competitive states, where Joseph R. Biden Jr. and President Trump will focus their efforts to win the 270 electoral votes needed to reach the White House. "
2020-10-23,"4 Key Trump Moments at the Final Debate - Viewers saw a notably different version of President Trump on Thursday from the one at the first debate. He didn’t interrupt Joe Biden as much, and he returned to some of his central messages."
2020-10-02,"‘If He Doesn’t Win Ohio, It’s Over’: Trump Slips in the Heartland - Four years ago, the president easily won Ohio by building a balanced coalition among white voters across educational lines. But his support has waned since then, particularly in the suburbs."
2020-01-10,"At First Rally of Election Year, Trump Boasts About Strike on Iranian General - The president, addressing supporters in Ohio, said that he had killed a “bloodthirsty terror” and slammed Democrats for seeking to restrain his power to make war."
2020-07-02,"Why June Was Such a Terrible Month for Trump - Last month represented the political nadir of President Trump’s three and a half years in office, thanks to self-inflicted wounds as he played to his base and missteps by a fractured campaign."
2020-09-10,"As Clock Ticks, Trump Engulfs Himself in Chaotic News Cycles - With early voting about to begin in some states, the days President Trump can afford to be consumed by crises of his own making are dwindling. But he has spent the last week in reaction mode."
2020-01-31,Spotlight Falls on Democrats From Trump-Friendly States - Attention has centered on four Republicans who might break ranks in President Trump’s impeachment trial. But Democrats have their own list of potential defectors.
2020-08-25,"Trump says he will nominate Chad Wolf to be secretary of homeland security. - President Trump said on Tuesday that he would nominate Chad F. Wolf to be confirmed as the secretary of the Department of Homeland Security, even after a government watchdog issued a report saying Mr. Wolf, currently the acting secretary of the department, was serving in his role illegally."
2020-01-08,"Pressed for Details on Suleimani Strike, Trump Administration Gives Few - Administration officials argue that the general was plotting imminent attacks, but Democrats said that the intelligence they have seen was too vague."
2020-06-23,"With Tweets, Videos and Rhetoric, Trump Pushes Anew to Divide Americans by Race - President Trump is leaning hard into his decades-long habit of falsely portraying some black Americans as dangerous or lawless. And he is doing it during one of the most tumultuous periods in decades."
2020-03-14,"51 Judges Named by Trump - Appointees by the president make up more than a quarter of the appellate bench, populating seats on 11 of the 13 circuits. These were their paths to confirmation."
2020-08-27,"Trump Barely Mentions Kenosha in Speech, and Only Refers to Violence - The president suggested that the Wisconsin city, which has been roiled by protests and violence this week, had succumbed to “mob rule.”"
2020-09-28,"The velvet shiv vs. the reality TV host: Biden and Trump in the debates. - For both President Trump and Joseph R. Biden Jr., the three presidential debates may well be the most critical moments of a fall campaign that is being carried out without the typical dawn-to-dusk days of rallies, local television appearances and talking to voters. Millions of Americans will set aside time in the midst of a pandemic to judge Mr. Trump and Mr. Biden side by side in the unfiltered forum of the two men on a stage."
2020-03-12,"Read President Trump’s Speech on Coronavirus Pandemic: Full Transcript - Speaking from the Oval Office, Mr. Trump announced a suspension of travel from Europe for 30 days, starting on Friday."
2020-05-28,"Trump Officials Consider Defying Congress to Sell More Weapons to Saudi Arabia - The administration has informed lawmakers that it intends to allow the sale of munitions worth $478 million to the kingdom, setting up a potential clash with Congress."
2020-03-08,Trump Welcomes Brazil’s Bolsonaro but Leaves Tariffs on the Table - The president hosted President Jair Bolsonaro of Brazil at his Florida estate amid unresolved tension over possible steel and iron levies.
2020-10-19,"Trump Calls Fauci ‘a Disaster’ and Shrugs Off Virus as Infections Soar - With two weeks remaining in his re-election campaign, President Trump made the coronavirus his message and Dr. Anthony S. Fauci his foil, dismissing scientific advisers as “these idiots.”"
2020-07-01,Trump’s New Russia Problem: Unread Intelligence and Missing Strategy - High-level clearance is not required to see that the list of Russian aggressions in recent weeks rivals some of the worst days of the Cold War.
2020-09-29,What Polls Say About the 2020 Race as Biden and Trump Square Off - A crucial fraction of the millions who watch the first presidential debate on Tuesday will have yet to make up their minds. Here’s what polling tells us about the issues that will come up.
2020-09-12,"In Wisconsin Poll, Unrest Concerns Don’t Translate Into Surge for Trump - Worries about law and order have become so prevalent that likely voters say it’s just as important as solving the coronavirus pandemic. But voters aren’t favoring Mr. Trump on the issue."
2020-06-22,"Trump’s Tulsa Rally Attendance: 6,200, Fire Dept. Says - Trump plays to the rafters, but most seats were empty up there: This is your morning tip sheet."
2020-08-06,"Lawmakers Aim to Prevent Trump From Bypassing Ban on Armed Drone Sales - Senators from both parties say President Trump cannot be allowed to help drone technology proliferate, and they want it to be kept away from Saudi Arabia in particular."
2020-03-30,"Trump Won the Internet. Democrats Are Scrambling to Take It Back. - In the era of big data, memes and disinformation, the Democrats are trying to regain their digital edge as the president and his loyalists dictate the terms of debate."
2020-10-02,"Trump Tests Positive for the Coronavirus - The president’s result came after he spent months playing down the severity of the outbreak that has killed more than 207,000 in the United States and hours after insisting that “the end of the pandemic is in sight.”"
2020-07-11,"Business Leaders Urge Trump to Leave DACA Alone After Court Ruling - Executives with companies including Target, Apple, Google and Facebook warned the president that any actions related to DACA would disrupt the economy and affect the battle against the coronavirus."
2020-06-08,"Biden Pours Millions Into Facebook Ads, Blowing Past Trump’s Record - Joe Biden spent $1.6 million on Facebook last Thursday as his campaign capitalized on energy surrounding mass protests. That’s far more than President Trump has spent on the platform on a single day."
2020-10-22,"Court blocks Trump from getting undocumented immigrants’ census data for his reapportionment plan. - A three-judge federal panel in California on Thursday barred the Census Bureau from giving the White House a count of the nation’s unauthorized immigrants, dealing a blow to President Trump’s plan to upend the centuries-old method of apportioning seats in the House of Representatives."
2020-08-30,"Trump Embraces Fringe Theories on Protests and the Coronavirus - In a Twitter barrage, the president advanced conspiracy theories claiming that protests are an organized coup and that the virus death toll is inflated. He also reposted a call to imprison New York’s governor."
2020-06-03,"Trump ‘Remains Healthy’ After Taking Hydroxychloroquine, His Doctor Says - The president has hailed the drug as a cure for Covid-19, but his own health officials have questioned its effectiveness and safety. His doctor’s comments were part of a summary of the president’s health."
2020-10-02,"Kristin Urquiza, a debate attendee whose father died of the virus, says Trump showed ‘no regard for human life.’ - Kristin Urquiza, who spoke at the Democratic convention in August and blamed President Trump for the death of her father, a Trump supporter, from the coronavirus, renewed her criticism of Mr. Trump on Friday, saying he had shown “no regard for human life.”"
2020-05-03,"Before Covid-19, Trump Aide Sought to Use Disease to Close Borders - The president’s chief adviser on immigration, Stephen Miller, had long tried to halt migration based on public health, without success. Then came the coronavirus."
2020-04-08,"As Pandemic Imperils Elections, Democrats Clash With Trump on Voting Changes - Republicans, led by President Trump, are resisting broader voting access measures pushed by Democrats, which they see as threats to their election prospects."
2020-10-03,"Why a Pro-Trump Town No Longer Sees Him as a Rescuer - Portsmouth, Ohio, was facing hard times when our reporter spent a week there leading up to Election Day 2016. She went back to find the town rebounding, and loyal to President Trump. But its residents no longer tie their fortunes to him."
2020-02-07,"Navy Secretary Pushed Out by Trump Says He’ll Endorse Bloomberg - Richard Spencer, ousted as Navy secretary after he publicly disagreed with President Trump’s intervention in a war crimes case involving a Navy SEAL, is a lifelong Republican."
2020-04-28,Digital Ad Strategy Shows Impact on Voters’ Views of Trump - Here’s a deeper look at how the Barometer team at Acronym is testing the impact of its Facebook ads.
2020-01-15,"Gender, War and Taking On Trump: Democrats Spar Just Weeks Before Voting - The growing rift between Bernie Sanders and Elizabeth Warren rose to the surface in the Democratic debate, and the candidates also sparred over their stances on war."
2020-04-06,"Ignoring Expert Opinion, Trump Again Promotes Use of Hydroxychloroquine - The president’s advocacy of the anti-malarial drug has created tensions in his administration, and fears among doctors that it could unnecessarily expose patients to risks."
2020-10-05,"Trump Leaves Hospital, Minimizing Virus and Urging Americans ‘Don’t Let It Dominate Your Lives’ - The president appeared eager to be back at the White House and dispel any questions about his capacity after being diagnosed with the coronavirus, despite continuing questions about his health."
2020-07-31,"Trump’s Coronavirus Testing Chief Concedes a Lag in Test Results - With the reopening plans of schools and businesses hinging on rapid test results, the Trump administration’s testing czar says a two- to three-day turnaround “is not possible.”"
2020-01-22,Rebuke From Roberts Signals His Limited Role in Trump’s Senate Trial - A call for civility by Chief Justice John G. Roberts Jr. underscores the delicate balance he is trying to maintain.
2020-09-14,A Tight Trump-Biden Race in Florida: Here’s the State of Play - Elections in Florida are won by running up margins in favorable terrain while losing more closely in hostile precincts. Joseph Biden visits the state on Tuesday for the first time since claiming the nomination.
2020-06-02,"In Rare Break, Some Republicans Reject Trump’s Harsh Response to Unrest - The president’s crackdown on peaceful protesters drew condemnations from a handful of Republican lawmakers, but Democrats planned to push them to back up their words with legislative measures."
2020-09-14,"Trump Defends Indoor Rally, but Aides Express Concern - “I’m on a stage, and it’s very far away,” Mr. Trump said of the gathering on Sunday. His own campaign aides privately called the move a game of political Russian roulette."
